,Name,Ratings,Position,Version,PS,SKI,WF,WR,PAC,SHO,PAS,DRI,DEF,PHY,Popularity,BS,IGS,Club,League,Country,Height(cm),Weight(kg),Body Type
183,João Cancelo,94,LB,TOTY,13500.0,4,5,H \ M,95,85,91,93,90,87,8351,541,2566,Manchester City,Premier League,Portugal,182,74, Unique
184,Mohamed Salah,94,RW,TOTY Honourable Ment,790000.0,4,3,H \ M,95,93,90,95,51,84,1683,508,2450,Liverpool,Premier League,Egypt,175,71, Salah
185,Riyad Mahrez,94,RW,UCL Live,65000.0,5,4,M \ M,93,90,91,96,45,75,3007,490,2340,Manchester City,Premier League,Algeria,179,67, Unique
186,Robert Lewandowski,94,ST,SIF,849000.0,4,4,H \ M,82,94,82,89,46,84,716,477,2324,FC Bayern,Bundesliga,Poland,185,81, Unique
187,Cristiano Ronaldo,94,ST,FUT Birthday,18500.0,5,5,H \ L,90,95,86,92,37,81,4733,481,2368,Manchester Utd,Premier League,Portugal,187,83, CR7
188,Lothar Matthäus,94,CM,Icon Moments,84950.0,3,4,H \ H,91,92,91,86,91,86,1331,537,2606,FUT 22 ICONS,Icons,Germany,174,71, Average
189,Éric Cantona,94,CF,Icon Moments,374400.0,5,4,H \ M,91,96,91,95,54,93,2318,520,2523,FUT 22 ICONS,Icons,France,188,89, High & Average
190,Carlos Alberto,94,RB,Icon Moments,15000.0,3,4,H \ M,92,79,83,88,92,89,721,523,2409,FUT 22 ICONS,Icons,Brazil,180,76, Average
191,Roberto Baggio,94,CAM,Icon Moments,11750.0,5,4,M \ L,87,87,93,94,41,64,488,466,2283,FUT 22 ICONS,Icons,Italy,174,73, Unique
192,Eusébio,94,CF,Icon Moments,702900.0,4,5,H \ M,95,98,87,95,46,80,1737,501,2445,FUT 22 ICONS,Icons,Portugal,175,76, Average
194,David Beckham,94,RM,Icon Moments,13000.0,3,4,H \ H,86,89,97,90,73,83,515,518,2553,FUT 22 ICONS,Icons,England,182,74, Unique
195,Marcos Cafú,94,RWB,Icon Moments,42000.0,4,3,H \ M,94,59,87,91,93,88,1022,512,2417,FUT 22 ICONS,Icons,Brazil,176,75, Average
196,George Best,94,RW,Icon Moments,14000.0,4,4,M \ M,95,93,86,98,59,73,1179,504,2426,FUT 22 ICONS,Icons,Northern Ireland,175,65, Lean
197,Xavier Hernández,94,CM,Icon Moments,13000.0,4,4,H \ H,84,84,96,95,73,73,1089,505,2440,FUT 22 ICONS,Icons,Spain,170,67, Short & Lean-
199,Ruud Gullit,94,CF,Icon Moments,12500.0,4,5,H \ M,88,95,92,90,84,92,1874,541,2623,FUT 22 ICONS,Icons,Netherlands,191,88, Unique
200,Carles Puyol Saforcada,94,CB,Icon Moments,17000.0,2,3,M \ H,79,49,69,60,96,92,578,445,2111,FUT 22 ICONS,Icons,Spain,178,80, Stocky
201,Thierry Henry,94,ST,Icon Moments,17000.0,4,4,H \ M,96,96,85,93,54,81,1573,505,2412,FUT 22 ICONS,Icons,France,188,83, High & Average
202,Kylian Mbappé,94,ST,Ligue 1 POTM SBC,14000.0,5,4,H \ L,99,91,86,95,39,84,2432,494,2340,Paris SG,Ligue 1,France,182,73, Unique
203,Coutinho,94,CAM,Fantasy,13000.0,5,4,H \ M,93,93,92,97,62,76,2031,513,2491,Aston Villa,Premier League,Brazil,172,68, Average
204,Kylian Mbappé,94,ST,TIF,15000.0,5,4,H \ L,99,91,86,95,39,84,456,494,2340,Paris SG,Ligue 1,France,182,73, Unique
205,Abedi Pelé,94,CAM,FUT Hero Captain,14000.0,4,4,H \ M,96,90,93,96,60,72,920,507,2468,HERO,Ligue 1,Ghana,174,67, Average
206,Marcelo Vieira da Silva,94,LB,FUT Captain,14500.0,5,5,H \ H,93,86,93,96,91,89,4445,548,2621,Real Madrid,LaLiga Santander,Brazil,174,75, Unique
207,Aymeric Laporte,94,CB,TOTS,13750.0,2,3,M \ M,90,57,81,82,94,93,1613,497,2333,Manchester City,Premier League,Spain,191,85, Unique
208,Karim Benzema,94,CF,LaLiga POTM SBC,269000.0,4,4,M \ M,84,92,88,94,44,85,2377,487,2355,Real Madrid,LaLiga Santander,France,185,81, Average
209,Dele Alli,94,CAM,Flashback SBC,187550.0,4,4,H \ M,88,92,92,95,82,90,3873,539,2591,Everton,Premier League,England,188,80, Unique
210,Bernardo Silva,94,CM,TOTS,14750.0,4,4,H \ H,88,90,94,98,65,79,3423,514,2477,Manchester City,Premier League,Portugal,173,64, Lean
211,Aleksandar Mitrovic,94,ST,TOTS,15000.0,4,4,M \ M,94,94,82,91,40,98,1036,499,2374,Fulham,EFL Championship (ENG 2),Serbia,189,90, High & Stocky
212,Cristiano Ronaldo,94,ST,PL POTM SBC,463700.0,5,4,H \ L,91,96,87,92,37,80,6811,483,2362,Manchester Utd,Premier League,Portugal,187,83, CR7
213,Thomas Müller,94,CAM,TOTS,194850.0,4,4,H \ H,91,94,91,93,68,85,1258,522,2525,FC Bayern,Bundesliga,Germany,185,76, High & Average+
214,Éver Banega,94,CM,TOTS,194850.0,4,4,H \ M,87,87,96,94,90,87,522,541,2588,Al Shabab,MBS Pro League (SAU 1),Argentina,174,75, Average
215,Kevin De Bruyne,94,CAM,TIF,14750.0,4,5,H \ H,82,90,96,91,68,82,433,509,2443,Manchester City,Premier League,Belgium,181,70, Unique
216,David Alaba,94,CB,TOTS,15000.0,3,4,M \ M,88,83,91,91,96,88,1438,537,2628,Real Madrid,LaLiga Santander,Austria,180,78, Average
217,Darwin Núñez,94,ST,TOTS,198900.0,5,4,H \ H,98,93,88,93,56,98,2430,526,2502,SL Benfica,Liga NOS (POR 1),Uruguay,187,80, High & Average
218,Rodrygo Silva de Goes,94,RW,ShowDown SBC,19500.0,5,4,H \ M,99,92,91,95,58,79,7868,514,2503,Real Madrid,LaLiga Santander,Brazil,174,64, Lean
219,Alban Lafont,94,GK,TOTS,13500.0,1,3,M \ M,94,93,85,96,70,93,869,531,956,FC Nantes,Ligue 1,France,196,90, High & Average+
220,Lucas Paquetá,94,CAM,TOTS,177750.0,5,4,H \ H,91,92,94,96,86,92,2318,551,2662,OL,Ligue 1,Brazil,180,72, Average
221,Aurélien Tchouaméni,94,CDM,TOTS,14000.0,4,3,H \ H,88,87,91,92,92,97,1540,547,2583,AS Monaco,Ligue 1,France,187,81, High & Average
222,Marek Hamšík,94,CM,TOTS,100400.0,4,5,H \ M,85,90,95,94,86,87,677,537,2608,Trabzonspor,Süper Lig (TUR 1),Slovakia,183,73, Average
223,Deniz Undav,94,ST,TOTS,14000.0,4,5,M \ L,95,95,86,94,56,98,1070,524,2477,Royale Union SG,1A Pro League (BEL 1),Germany,178,86, Stocky
224,Sergej Milinkovic-Savic,94,CM,TOTS,20000.0,4,5,H \ M,85,88,93,97,88,95,812,546,2626,SS Lazio,Serie A TIM,Serbia,191,76, High & Average
225,Marcelo Brozovic,94,CDM,TOTS,298750.0,3,4,M \ M,91,83,95,90,95,94,792,548,2631,Inter,Serie A TIM,Croatia,181,68, Lean
226,James Tavernier,94,RB,TOTS,199150.0,3,3,H \ M,99,88,93,91,92,95,1240,558,2684,Rangers,Scottish Premiership (SPFL),England,180,75, High & Average+
227,Hany Mukhtar,94,LF,TOTS,119350.0,4,5,H \ M,96,95,92,94,66,85,733,528,2534,Nashville SC,Major League Soccer,Germany,173,71, Average
228,Julián Álvarez,94,ST,Libertadores TOTGS,63950.0,5,4,H \ M,99,95,93,94,65,83,2600,529,2571,River Plate,CONMEBOL Libertadores,Argentina,170,71, Short & Lean-
229,Felipe Anderson,94,RW,ShapeShifters SBC,177000.0,5,4,H \ M,99,93,94,97,75,83,4139,541,2547,SS Lazio,Serie A TIM,Brazil,175,70, Unique
230,Pierre Kalulu,94,CB,ShapeShifters,199000.0,4,3,M \ H,92,60,83,84,94,90,1199,503,2402,Milan,Serie A TIM,France,184,69, Lean
231,Andrew Robertson,94,CDM,ShapeShifters,435000.0,4,4,H \ H,94,82,94,90,93,91,1139,544,2555,Liverpool,Premier League,Scotland,178,64, Unique
232,Richarlison de Andrade,94,CAM,Flashback SBC,110000.0,4,5,H \ M,97,92,88,96,65,90,-3284,528,2550,Everton,Premier League,Brazil,181,71, Lean
233,Guerreiro,94,CM,ShapeShifters SBC,192000.0,5,4,H \ H,94,90,94,95,87,86,1133,546,2584,Dortmund,Bundesliga,Portugal,170,71, Short & Lean-
234,Guerreiro,94,RB,ShapeShifters SBC,400000.0,5,4,H \ H,98,85,90,91,93,91,608,548,2602,Dortmund,Bundesliga,Portugal,170,71, Short & Lean-
235,Jesús Corona,94,CM,ShapeShifters,120000.0,5,5,H \ H,95,92,93,94,88,88,1858,550,2657,Sevilla FC,LaLiga Santander,Mexico,173,66, Average
236,Kieran Tierney,94,CB,ShapeShifters,115000.0,3,4,M \ H,93,67,87,85,94,91,621,517,2431,Arsenal,Premier League,Scotland,178,70, Average
237,Hirving Lozano,94,ST,ShapeShifters SBC,930000.0,4,5,H \ L,99,94,89,96,52,80,2898,510,2471,Napoli,Serie A TIM,Mexico,175,70, Lean
238,Freddie Ljungberg,94,CAM,Shapeshifters Hero,338000.0,4,5,M \ M,95,92,93,95,53,86,346,514,2445,HERO,Major League Soccer,Sweden,175,73, Lean
239,Giovanni Reyna,94,LW,ShapeShifters,142000.0,5,4,H \ M,96,89,91,99,53,88,527,516,2446,Dortmund,Bundesliga,United States,185,79, High & Average
240,Chris Wood,94,CB,ShapeShifters SBC,517000.0,3,4,L \ H,93,70,90,84,94,96,1214,527,2492,Newcastle Utd,Premier League,New Zealand,191,92, High & Average
241,Clint Dempsey,94,LW,Shapeshifters Hero,47500.0,4,4,H \ H,94,94,93,96,82,90,662,549,2640,HERO,Premier League,United States,185,79, High & Average
242,Ricardo Barbosa Pereira,94,LB,Flashback SBC,108000.0,4,4,H \ H,94,83,92,93,94,90,2135,546,2597,Leicester City,Premier League,Portugal,175,70, Unique
243,Tim Cahill,94,CDM,Shapeshifters Hero,30000.0,4,4,H \ M,94,93,90,92,92,96,1353,557,2664,HERO,Premier League,Australia,178,76, Average
244,David Silva,94,LW,ShapeShifters,24500.0,5,4,H \ M,94,91,95,96,60,72,633,508,2471,Real Sociedad,LaLiga Santander,Spain,173,67, Average
245,Ángel Correa,94,ST,Player Moments,200000.0,4,5,H \ L,94,95,89,96,57,82,451,513,2437,Atlético de Madrid,LaLiga Santander,Argentina,171,70, Average
248,Kai Havertz,94,CAM,Premium Futties,75000.0,4,5,H \ M,94,93,92,95,53,84,460,511,2462,Chelsea,Premier League,Germany,188,82, Unique
249,Rafael Alcântara,94,CM,Premium Futties SBC,555050.0,5,4,H \ H,90,92,96,97,89,88,1555,552,2657,Paris SG,Ligue 1,Brazil,174,71, Lean
252,Alexandre Pato,94,ST,Premium Futties SBC,35000.0,5,4,H \ L,96,93,88,95,45,89,2321,506,2443,Orlando City,Major League Soccer,Brazil,175,72, Average
258,Carlos Alberto Torres,93,RB,Icon,200000.0,3,4,H \ M,90,66,81,86,90,87,400,500,2324,FUT 22 ICONS,Icons,Brazil,180,76, Average
259,Éric Cantona,93,CF,Icon,169000.0,5,4,H \ M,89,93,90,93,53,92,863,510,2476,FUT 22 ICONS,Icons,France,188,89, High & Average
260,Eusébio,93,CF,Icon,200000.0,4,5,H \ M,94,94,86,93,45,79,1076,491,2398,FUT 22 ICONS,Icons,Portugal,175,76, Average
261,Franco Baresi,93,CB,Icon,397000.0,2,3,M \ H,70,49,76,72,95,82,-18,444,2131,FUT 22 ICONS,Icons,Italy,176,70, Average
262,George Best,93,RW,Icon,146000.0,4,4,M \ M,93,91,84,94,58,71,581,491,2370,FUT 22 ICONS,Icons,Northern Ireland,175,65, Lean
263,Lothar Matthäus,93,CM,Icon,242000.0,3,4,H \ H,89,89,90,82,90,85,819,525,2544,FUT 22 ICONS,Icons,Germany,174,71, Average
264,Marco van Basten,93,ST,Icon,289000.0,3,4,M \ M,83,94,76,89,39,75,192,456,2231,FUT 22 ICONS,Icons,Netherlands,188,78, High & Average+
265,Roberto Baggio,93,CAM,Icon,320000.0,5,4,M \ L,86,84,92,92,40,61,396,455,2217,FUT 22 ICONS,Icons,Italy,174,73, Unique
266,Ruud Gullit,93,CF,Icon,27000.0,4,5,H \ M,86,91,91,89,82,90,1449,529,2566,FUT 22 ICONS,Icons,Netherlands,191,88, Unique
267,Thierry Henry,93,ST,Icon,65000.0,4,4,M \ M,94,91,83,90,53,80,642,491,2332,FUT 22 ICONS,Icons,France,188,83, High & Average
268,Xavier Hernández,93,CM,Icon,25250.0,4,3,H \ H,81,80,95,93,72,72,1339,493,2391,FUT 22 ICONS,Icons,Spain,170,67, Short & Lean-
269,Cristiano Ronaldo,93,ST,OTW,37250.0,5,4,H \ L,90,95,85,91,36,78,4609,475,2325,Manchester Utd,Premier League,Portugal,187,83, CR7
271,Lionel Messi,93,RW,Rare,155000.0,4,4,M \ L,85,92,91,95,34,65,12252,462,2261,Paris SG,Ligue 1,Argentina,170,72, Messi
272,ter Stegen,93,GK,NUMBERSUP,230000.0,1,4,M \ M,91,99,91,93,46,91,1821,511,1081,FC Barcelona,LaLiga Santander,Germany,187,85, Unique
273,Kevin De Bruyne,93,CAM,Signature Signings,145000.0,4,5,H \ H,80,88,95,91,67,82,1993,503,2437,Manchester City,Premier League,Belgium,181,70, Unique
274,Robert Lewandowski,93,ST,TOTGS,169000.0,4,4,H \ M,80,94,80,88,45,83,2206,470,2292,FC Bayern,Bundesliga,Poland,185,81, Unique
275,Neymar Jr,93,ST,Winter Wildcards,210000.0,5,5,H \ M,93,87,88,96,39,66,3955,469,2297,Paris SG,Ligue 1,Brazil,175,68, Neymar
276,Robert Lewandowski,93,ST,IF,185000.0,4,4,H \ M,80,93,81,87,45,83,720,469,2286,FC Bayern,Bundesliga,Poland,185,81, Unique
277,Virgil van Dijk,93,CB,Headliners,170000.0,2,3,M \ M,83,64,78,78,95,90,1120,488,2286,Liverpool,Premier League,Netherlands,193,92, Unique
278,Achraf Hakimi,93,RB,TOTY,229000.0,3,4,H \ M,99,80,88,91,90,90,-1427,538,2500,Paris SG,Ligue 1,Morocco,181,73, Lean
279,Harry Kane,93,ST,Flashback SBC,430000.0,3,5,H \ H,88,94,87,88,51,86,-3609,494,2398,Spurs,Premier League,England,188,89, Unique
280,Jude Bellingham,93,CM,FUT Future Stars,168000.0,4,4,H \ H,88,85,88,93,88,91,3608,533,2556,Dortmund,Bundesliga,England,186,75, High & Average+
281,Pedro González López,93,CM,FUT Future Stars,11750.0,5,4,H \ H,90,84,93,95,85,78,4123,525,2500,FC Barcelona,LaLiga Santander,Spain,174,61, Lean
282,Jamie Vardy,93,ST,UECL Live,11750.0,3,4,H \ M,94,93,84,88,58,82,1599,499,2432,Leicester City,Premier League,England,179,74, Unique
283,N'Golo Kanté,93,CM,CL MOTM,11750.0,2,3,M \ H,81,70,81,86,90,87,1492,495,2326,Chelsea,Premier League,France,168,70, Unique
284,Christian Eriksen,93,CM,Rare,11750.0,4,5,M \ L,88,91,96,93,63,79,5745,510,2452,Brentford,Premier League,Denmark,181,76, Unique
285,Kylian Mbappé,93,ST,SIF,11750.0,5,4,H \ L,99,90,84,94,38,81,1414,486,2299,Paris SG,Ligue 1,France,182,73, Unique
286,Luis Suárez,93,ST,FUT Birthday,123500.0,5,4,H \ M,90,94,89,91,51,90,2072,505,2440,Atlético de Madrid,LaLiga Santander,Uruguay,182,83, Unique
290,Peter Schmeichel,93,GK,Icon Moments,13250.0,1,3,M \ M,93,89,91,95,52,92,593,512,1366,FUT 22 ICONS,Icons,Denmark,193,92, High & Average
291,Kenny Dalglish,93,ST,Icon Moments,11750.0,4,5,H \ M,92,95,79,92,42,75,1250,475,2329,FUT 22 ICONS,Icons,Scotland,173,73, Average
292,Raúl,93,CF,Icon Moments,11750.0,4,4,H \ M,90,94,84,92,48,76,964,484,2346,FUT 22 ICONS,Icons,Spain,180,70, Lean
294,Alessandro Del Piero,93,CF,Icon Moments,420000.0,4,5,H \ M,87,95,91,95,46,70,1160,484,2343,FUT 22 ICONS,Icons,Italy,174,74, Unique
295,Fabio Cannavaro,93,CB,Icon Moments,537500.0,2,3,M \ H,84,44,65,71,97,89,1149,450,2135,FUT 22 ICONS,Icons,Italy,176,74, Average
296,Hugo Sánchez,93,ST,Icon Moments,23750.0,3,4,H \ M,93,95,83,93,46,78,397,488,2375,FUT 22 ICONS,Icons,Mexico,176,73, Average
297,Luís Figo,93,RM,Icon Moments,20000.0,4,4,H \ L,93,91,91,95,42,82,371,494,2362,FUT 22 ICONS,Icons,Portugal,180,75, Average
298,Ronald Koeman,93,CB,Icon Moments,106100.0,3,3,H \ M,82,91,91,82,93,88,858,527,2578,FUT 22 ICONS,Icons,Netherlands,181,82, Average
299,Wayne Rooney,93,ST,Icon Moments,85000.0,3,4,H \ H,90,95,85,91,57,90,994,508,2460,FUT 22 ICONS,Icons,England,176,82, Stocky
300,Kevin De Bruyne,93,CM,SIF,94950.0,4,5,H \ H,80,88,95,90,67,81,738,501,2406,Manchester City,Premier League,Belgium,181,70, Unique
301,Manuel Neuer,93,GK,FUT Birthday,13750.0,5,4,M \ M,91,92,94,92,64,92,2350,525,1176,FC Bayern,Bundesliga,Germany,193,93, Unique
302,Alves da Silva,93,RB,FUT Birthday,16000.0,5,5,H \ M,92,82,90,93,88,83,6245,528,2581,FC Barcelona,LaLiga Santander,Brazil,172,68, Average
303,Paulo Dybala,93,CF,FUT Birthday,15000.0,4,5,M \ M,92,93,93,96,45,71,2881,490,2395,Piemonte Calcio,Serie A TIM,Argentina,177,75, Unique
304,Iker Casillas,93,GK,Icon Moments,13000.0,1,3,M \ M,95,91,89,97,62,92,1349,526,1417,FUT 22 ICONS,Icons,Spain,185,80, Average
305,Dennis Bergkamp,93,CF,Icon Moments,300050.0,4,5,M \ M,86,92,90,92,38,79,294,477,2321,FUT 22 ICONS,Icons,Netherlands,183,78, Average
306,Javier Zanetti,93,RB,Icon Moments,144700.0,2,4,H \ H,89,73,89,87,91,84,1013,513,2378,FUT 22 ICONS,Icons,Argentina,178,75, Average
307,Gary Lineker,93,ST,Icon Moments,13500.0,3,4,H \ L,90,93,75,90,38,78,121,464,2221,FUT 22 ICONS,Icons,England,177,74, Average
308,Bobby Moore,93,CB,Icon Moments,153400.0,2,3,M \ M,78,65,88,79,96,86,280,492,2391,FUT 22 ICONS,Icons,England,178,72, Average
309,Alessandro Nesta,93,CB,Icon Moments,251150.0,2,4,M \ H,81,44,68,70,96,88,624,447,2021,FUT 22 ICONS,Icons,Italy,187,79, Unique
310,Emilio Butragueño,93,ST,Icon Moments,15000.0,3,5,M \ L,95,93,83,94,43,71,1100,479,2323,FUT 22 ICONS,Icons,Spain,168,68, Lean
311,Hristo Stoichkov,93,ST,Icon Moments,19500.0,4,4,M \ M,93,95,89,94,52,88,825,511,2482,FUT 22 ICONS,Icons,Bulgaria,178,73, Average
312,Rivaldo,93,CAM,Icon Moments,13500.0,4,3,M \ L,89,95,90,95,46,80,408,495,2396,FUT 22 ICONS,Icons,Brazil,186,75, High & Average+
313,Samuel Eto'o,93,ST,Icon Moments,132100.0,4,4,H \ L,96,95,83,93,49,84,962,500,2402,FUT 22 ICONS,Icons,Cameroon,179,75, Lean
315,Ruud van Nistelrooy,93,ST,Icon Moments,92750.0,3,4,H \ L,88,94,76,88,39,83,53,468,2251,FUT 22 ICONS,Icons,Netherlands,188,80, High & Average
316,Lucas Rodrigues M. Silva,93,RM,Fantasy,263300.0,4,4,H \ M,99,93,88,98,55,83,975,516,2502,Spurs,Premier League,Brazil,174,70, Unique
317,Anthony Martial,93,ST,Fantasy,13750.0,4,4,L \ L,98,93,89,97,44,85,4,506,2409,Sevilla FC,LaLiga Santander,France,184,76, Unique
318,Gabriel Martinelli,93,LM,Fantasy,13500.0,4,4,H \ H,99,91,89,93,57,89,1948,518,2442,Arsenal,Premier League,Brazil,179,75, Lean
319,Thiago,93,CM,UCL Live,11750.0,5,3,M \ M,87,84,94,96,86,85,1211,532,2607,Liverpool,Premier League,Spain,174,70, Average
320,Houssem Aouar,93,CAM,Fantasy,163000.0,4,4,H \ L,93,91,92,95,81,85,631,537,2557,OL,Ligue 1,France,175,70, Unique
321,Harry Kane,93,ST,PL POTM SBC,160000.0,3,5,H \ H,76,94,87,88,50,86,-2532,481,2351,Spurs,Premier League,England,188,89, Unique
322,Neymar Jr,93,LW,SIF,20000.0,5,5,H \ M,93,87,88,96,39,67,1509,470,2298,Paris SG,Ligue 1,Brazil,175,68, Neymar
323,Diego Milito,93,ST,FUT Hero Captain,274100.0,4,4,H \ L,93,94,84,92,48,86,983,497,2409,HERO,LaLiga Santander,Argentina,183,78, Average
324,Antonio Di Natale,93,ST,FUT Hero Captain,11750.0,5,4,H \ L,94,95,91,95,52,77,1936,504,2447,HERO,Serie A TIM,Italy,170,69, Short & Lean-
325,Marco Reus,93,CF,FUT Captain,204250.0,4,4,H \ M,92,91,92,93,55,79,1601,502,2427,Dortmund,Bundesliga,Germany,180,71, Unique
327,Alexandre Lacazette,93,ST,FUT Captain,13750.0,4,4,H \ H,92,94,85,93,55,89,1194,508,2451,Arsenal,Premier League,France,176,73, Unique
328,Jordan Henderson,93,CDM,FUT Captain,76200.0,4,4,H \ H,87,83,94,90,87,92,1313,533,2555,Liverpool,Premier League,England,182,80, Average
329,Karim Benzema,93,CF,CL MOTM,18750.0,4,4,M \ M,81,91,87,92,43,84,972,478,2318,Real Madrid,LaLiga Santander,France,185,81, Average
330,Cristiano Ronaldo,93,ST,SIF,13250.0,5,4,H \ L,90,95,85,91,36,78,2410,475,2325,Manchester Utd,Premier League,Portugal,187,83, CR7
331,Joe Gomez,93,CB,Flashback SBC,85150.0,3,3,M \ M,91,40,83,83,93,90,-154,480,2190,Liverpool,Premier League,England,188,77, Unique
333,Bruno Fernandes,93,CM,TOTS,12500.0,4,3,H \ H,84,93,95,93,77,84,-2558,526,2584,Manchester Utd,Premier League,Portugal,179,69, Unique
334,Harry Wilson,93,RM,TOTS,28750.0,3,4,H \ M,95,94,92,90,60,78,436,509,2450,Fulham,EFL Championship (ENG 2),Wales,173,70, Average
335,Axel Witsel,93,CDM,Flashback SBC,159000.0,4,4,M \ M,84,86,92,91,93,92,1399,538,2597,Dortmund,Bundesliga,Belgium,186,81, Unique
336,Alphonso Davies,93,LB,TOTS,67900.0,4,4,H \ L,99,85,87,93,89,88,515,541,2543,FC Bayern,Bundesliga,Canada,183,75, Unique
337,Anthony Modeste,93,ST,TOTS SBC,129000.0,4,4,H \ L,92,94,84,90,51,92,5816,503,2422,1. FC Köln,Bundesliga,France,187,84, High & Average
338,Anderson Talisca,93,CF,TOTS,95000.0,5,4,H \ L,92,94,92,95,63,86,2556,522,2512,Al Nassr,MBS Pro League (SAU 1),Brazil,190,80, High & Lean
339,Jules Koundé,93,CB,TOTS,83500.0,2,3,M \ H,91,55,75,87,95,90,1794,493,2271,Sevilla FC,LaLiga Santander,France,181,75, Average
340,Nabil Fekir,93,CAM,TOTS,140000.0,4,4,H \ M,93,92,92,96,47,91,1858,511,2429,Real Betis,LaLiga Santander,France,173,75, Stocky
341,Sergio Canales Madrazo,93,RM,TOTS,102000.0,4,4,H \ M,94,91,96,94,85,86,1700,546,2585,Real Betis,LaLiga Santander,Spain,176,65, Lean
342,Isco,93,CAM,Flashback SBC,110000.0,5,4,M \ L,92,89,94,96,65,82,4669,518,2473,Real Madrid,LaLiga Santander,Spain,176,79, Average
343,Arnaut Danjuma,93,LW,TOTS SBC,95000.0,4,5,H \ M,96,90,91,95,60,85,2508,517,2434,Villarreal CF,LaLiga Santander,Netherlands,178,74, Average
344,Taremi,93,ST,TOTS,135000.0,4,4,H \ M,93,94,87,94,52,88,680,508,2415,FC Porto,Liga NOS (POR 1),Iran,187,83, High & Average
345,Iago Aspas Juncal,93,ST,TOTS,135000.0,4,4,H \ H,92,95,89,93,45,82,1390,496,2419,RC Celta,LaLiga Santander,Spain,176,67, Lean
346,Marco Verratti,93,CM,Flashback SBC,99000.0,4,4,M \ H,87,84,94,95,90,87,4029,537,2597,Paris SG,Ligue 1,Italy,165,60, Unique
347,Dimitri Payet,93,CF,TOTS,100000.0,4,4,H \ M,93,92,96,95,51,84,954,511,2445,OM,Ligue 1,France,175,77, Stocky
348,Nuno Mendes,93,LB,TOTS,86000.0,3,4,H \ M,99,73,88,90,92,87,1485,529,2523,Paris SG,Ligue 1,Portugal,176,70, Average
349,Edin Višca,93,RW,TOTS,150000.0,4,4,H \ M,98,92,92,93,58,78,387,511,2452,Trabzonspor,Süper Lig (TUR 1),Bosnia and Herzegovina,172,63, Lean
350,Cristian Romero,93,CB,ShowDown SBC,120000.0,3,3,L \ H,90,63,81,85,93,94,2125,506,2381,Spurs,Premier League,Argentina,185,79, High & Average
351,Hans Vanaken,93,CM,TOTS,130000.0,4,5,H \ M,88,93,94,92,85,90,453,542,2589,Club Brugge,1A Pro League (BEL 1),Belgium,195,80, High & Average+
352,Benjamin Bourigeaud,93,RM,TOTS SBC,183000.0,4,4,H \ H,92,92,95,93,85,90,1721,547,2652,Rennes,Ligue 1,France,178,68, Lean
353,Franck Yannick Kessié,93,CDM,Flashback SBC,329000.0,4,4,H \ H,89,86,90,92,93,94,2669,544,2592,Milan,Serie A TIM,Côte d'Ivoire,183,88, Average
354,Juan Cuadrado,93,RB,TOTS,150000.0,5,3,H \ H,99,86,88,97,90,87,1511,547,2599,Piemonte Calcio,Serie A TIM,Colombia,179,72, Lean
355,Hakan Çalhanoglu,93,CM,TOTS,126000.0,4,4,M \ M,85,87,96,97,76,76,-866,517,2530,Inter,Serie A TIM,Turkey,178,76, Average
357,Valentin Castellanos,93,ST,TOTS,94000.0,4,3,H \ L,95,95,86,93,50,95,337,514,2441,New York City FC,Major League Soccer,Argentina,178,74, Lean
358,Gianluca Caprari,93,LF,TOTS SBC,140000.0,4,4,H \ L,96,92,93,95,40,74,-388,490,2355,Hellas Verona,Serie A TIM,Italy,176,72, Average
360,Marcel Schmelzer,93,LB,Premium SBC,2590000.0,3,3,M \ H,95,71,87,91,93,92,2436,529,2558,Dortmund,Bundesliga,Germany,180,74, Average
361,Junior Sornoza,93,LF,Libertadores TOTGS,63500.0,4,4,M \ M,95,93,94,94,61,77,204,514,2488,Independiente,CONMEBOL Libertadores,Ecuador,170,66, Short & Lean-
362,Mark Noble,93,CM,Premium SBC,855250.0,4,4,M \ M,88,85,96,93,93,90,1088,545,2645,West Ham,Premier League,England,177,76, Average
364,Jeremiah St. Juste,93,RW,ShapeShifters,337000.0,4,4,H \ M,99,93,90,91,84,93,765,550,2573,1. FSV Mainz 05,Bundesliga,Netherlands,184,74, Lean
365,Marcus Thuram,93,ST,ShapeShifters SBC,78000.0,4,5,H \ M,97,93,87,95,56,91,51,519,2434,M'gladbach,Bundesliga,France,192,88, High & Average
367,Roberto Pereyra,93,LWB,ShapeShifters,148000.0,5,4,H \ H,98,86,93,96,91,89,1147,553,2635,Udinese,Serie A TIM,Argentina,182,77, Lean
368,Emre Can,93,CB,ShapeShifters,1150000.0,3,4,M \ H,90,75,84,87,93,94,648,523,2473,Dortmund,Bundesliga,Germany,186,86, High & Stocky
369,Kevin Volland,93,CB,ShapeShifters SBC,37500.0,3,4,M \ H,90,79,84,86,92,95,-202,526,2522,AS Monaco,Ligue 1,Germany,179,85, Stocky
371,Morientes,93,CAM,Shapeshifters Hero,47500.0,4,5,H \ M,90,94,93,91,49,90,278,507,2473,HERO,LaLiga Santander,Spain,186,79, High & Average
372,Felipe,93,CDM,ShapeShifters,13000.0,3,4,M \ H,84,79,94,94,95,94,-500,540,2622,Atlético de Madrid,LaLiga Santander,Brazil,190,84, High & Average
